Song,Moods,Styles,Vocals,Speaker,Skills,Timbres,Score,Split
MT0007351601,"Anguished/Distraught,Bitter,Brooding,Confrontational,Dramatic,Earnest,Earthy,Gritty,Gutsy,Intense,Intimate,Melancholy,Passionate,Plaintive,Reflective,Self-Conscious,Weary,Yearning","Early R&B,New Orleans Blues,New Orleans R&B,Regional Blues",F1-LetItGo-Musical-正常14.wav,F1,"belting, vibrato","bright, clear, powerful",0.125,test
MT0013104929,"Carefree,Celebratory,Cheerful,Confident,Fun,Happy,Lively,Playful,Romantic,Rousing,Sensual,Sexy,Stylish,Summery,Sweet,Wistful","Club/Dance,Contemporary R&B,Dance-Pop,Soul,Urban",F1-IDreamedADream-Opera-抒情力量10.wav,F1,"vibrato, belting","warm, gentle, bright",0.385,test
MT0039250520,"Aggressive,Angry,Brash,Cathartic,Confrontational,Dramatic,Fiery,Hostile,Intense,Passionate,Provocative,Raucous,Rebellious,Swaggering,Tense/Anxious,Uncompromising,Urgent,Visceral,Volatile","East Coast Rap,Golden Age,Political Rap",Alto-2_Vibrato_Easy_On_Me_Vibrato_Group_0000.wav,Alto-2,"vibrato, legato","gentle, smooth, clear",0.031,test
MT0004711079,"Amiable/Good-Natured,Carefree,Cheerful,Freewheeling,Fun,Lively,Playful,Stylish,Summery,Theatrical,Warm,Whimsical,Witty","Big Band,Traditional Pop,Vocal Jazz",Alto-2_Pharyngeal_Safe_and_Sound_Pharyngeal_Group_0006.wav,Alto-2,"vibrato, falsetto, legato","warm, gentle, bright",0.045,test
MT0010487795,"Bravado,Bright,Cathartic,Celebratory,Confident,Dramatic,Energetic,Fiery,Freewheeling,Intense,Lively,Passionate,Rousing,Sexy,Spicy,Urgent,Yearning","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat",F4-YouAreTheReason-Pop-抒情43.wav,F4,"vibrato, legato, breathy","warm, gentle, clear",0.215,test
MT0006487635,"Aggressive,Belligerent,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Black Metal,Death Metal,Goth Metal,Heavy Metal",F4-Consequence-Pop-力量12.wav,F4,"vibrato, legato","warm, gentle, airy",0.015,test
MT0001920501,"Bittersweet,Elegant,Freewheeling,Gloomy,Melancholy,Plaintive,Sad,Weary,Yearning","Classic Female Blues,Swing,Traditional Pop,Vocal Jazz",F3-YouAreTheReason-Pop-正常47.wav,F3,"vibrato, head voice","bright, gentle, clear",0.792,test
MT0000171852,"Delicate,Dramatic,Earnest,Elegant,Gentle,Gloomy,Nocturnal,Poignant,Refined,Reflective,Restrained,Sad,Searching,Smooth,Soft/Quiet,Wistful,Yearning","Torch Songs,Traditional Pop,Vocal Jazz,Vocal Pop",Alto-2_Mixed_Voice_and_Falsetto_Cry_on_My_Shoulder_Paired_Speech_Group_0000.wav,Alto-2,"Head voice, Legato, Airy","Gentle, Clear, Light",0.285,test
MT0006181559,"Amiable/Good-Natured,Calm/Peaceful,Carefree,Dreamy,Earnest,Elegant,Gentle,Laid-Back/Mellow,Lush,Playful,Refined,Sentimental,Smooth,Soothing,Sweet,Warm","Christmas,Holidays,Traditional Pop,Vocal Jazz,Vocal Pop",F1-ScarboroughFair-Opera-抒情06.wav,F1,"vibrato, legato","gentle, clear, ethereal",0.135,test
MT0011560587,"Campy,Eccentric,Elaborate,Energetic,Exciting,Exuberant,Freewheeling,Fun,Giddy,Happy,Humorous,Irreverent,Lively,Outrageous,Playful,Quirky,Rambunctious,Rollicking,Sophisticated,Stylish,Theatrical,Whimsical,Witty","Big Band,Comedy,Music Comedy,Novelty,Satire",Alto-2_Breathy_Someone_Like_You_Breathy_Group_0000.wav,Alto-2,"vibrato, legato, controlled","warm, gentle, clear",0.082,test
MT0002308613,"Amiable/Good-Natured,Brassy,Celebratory,Confident,Energetic,Fiery,Gutsy,Indulgent,Light,Playful,Sexy,Smooth,Spicy,Summery,Swaggering","Cuban Jazz,Cuban Traditions,Latin Jazz,Mambo,Son,World Fusion",MT0002308613_vocals.wav,Poncho Sanchez,"vibrato, falsetto, belting","warm, gentle, bright",0.182,test
MT0005286165,"Aggressive,Angst-Ridden,Anguished/Distraught,Brooding,Cathartic,Confrontational,Earnest,Fiery,Hostile,Intense,Intimate,Raucous,Searching,Tense/Anxious,Tragic,Visceral,Volatile,Weary,Yearning","Alternative/Indie Rock,Emo,Post-Hardcore,Punk Revival,Screamo",MT0005286165_vocals.wav,Silverstein,"belting, vibrato, vocal grit","edgy, powerful, bright",0.985,test
MT0010765607,"Druggy,Earnest,Hypnotic,Lively,Poignant,Reverent,Rousing,Spiritual,Stately","Political Reggae,Roots Reggae",Alto-1_Mixed_Voice_and_Falsetto_Arriety's_song_Paired_Speech_Group_0005.wav,Alto-1,"vibrato, legato","gentle, clear, warm",0.872,test
MT0018376280,"Bittersweet,Earthy,Nostalgic,Plaintive,Poignant,Reflective,Reverent,Rustic,Sentimental,Spiritual,Wistful,Yearning","Bluegrass,Bluegrass-Gospel,Close Harmony,Gospel,Traditional Bluegrass",F1-CantTakeMyEyesOffYou-Pop-快乐11.wav,F1,"vibrato, legato, head voice","bright, clear, gentle",0.275,test
MT0002088249,"Romantic,Sensual,Sexy,Smooth,Sophisticated,Stylish,Swaggering","Album Rock,Art Rock,Contemporary Pop/Rock",F1-SomeoneLikeYou-Opera-正常11.wav,F1,"vibrato, belting","bright, clear",0.375,test
MT0006540794,"Bravado,Celebratory,Cheerful,Energetic,Exciting,Exuberant,Freewheeling,Fun,Joyous,Playful,Raucous,Rollicking,Rousing,Rowdy,Sexy,Swaggering","Early R&B,Rock & Roll",F3-SomeoneLikeYou-Pop-正常47.wav,F3,"vibrato, smooth delivery","bright, gentle, clear",0.085,test
MT0005761702,"Bittersweet,Brooding,Earnest,Gloomy,Laid-Back/Mellow,Melancholy,Nocturnal,Plaintive,Reflective,Sad,Searching,Self-Conscious,Sentimental,Street-Smart,Wistful,Yearning","Album Rock,Blue-Eyed Soul,Blues-Rock,Contemporary Pop/Rock,Soft Rock,Soul",MT0005761702_vocals.wav,Duane Allman,"falsetto, head voice, vibrato","airy, ethereal, gentle",0.437,test
MT0002874900,"Aggressive,Confrontational,Energetic,Fiery,Harsh,Hostile,Intense,Menacing,Messy,Nihilistic,Outraged,Tense/Anxious,Uncompromising,Urgent,Visceral,Volatile","Heavy Metal,Stoner Metal",Tenor-1_Breathy_I_Knew_You_Were_Trouble_Breathy_Group_0001.wav,Tenor-1,"vibrato, falsetto","gentle, clear, warm",0.025,test
MT0004807446,"Aggressive,Bitter,Confident,Energetic,Harsh,Hostile,Hypnotic,Lively,Rambunctious,Rebellious,Reckless,Rousing,Slick,Snide,Street-Smart,Thuggish",Dancehall,Tenor-1_Glissando_Enchanted_Control_Group_0003.wav,Tenor-1,"falsetto, vibrato","bright, nasal",0.91,test
MT0003028265,"Atmospheric,Calm/Peaceful,Earnest,Earthy,Gentle,Intimate,Literate,Organic,Plaintive,Poignant,Soothing,Summery,Warm,Wry",Rocksteady,Tenor-1_Mixed_Voice_and_Falsetto_Always_Remember_Us_This_Way_Paired_Speech_Group_0015.wav,Tenor-1,"vibrato, rhythmic phrasing","clear, warm, relaxed",0.975,test
MT0027100747,"Atmospheric,Calm/Peaceful,Dreamy,Elegant,Gentle,Happy,Laid-Back/Mellow,Light,Refined,Relaxed,Romantic,Smooth,Soothing,Sophisticated,Sparkling,Stylish,Warm","Exotica,Lounge,Space Age Pop",F1-ScarboroughFair-Pop-抒情12.wav,F1,"vibrato, legato","clear, gentle, pure",0.945,test
MT0009495280,"Autumnal,Bittersweet,Dramatic,Earnest,Earthy,Gentle,Insular,Intimate,Laid-Back/Mellow,Literate,Melancholy,Passionate,Plaintive,Refined,Reflective,Reserved,Sentimental,Somber,Sparse,Theatrical,Weary,Yearning","Adult Contemporary,Contemporary Pop/Rock,Contemporary Singer/Songwriter,Singer/Songwriter,Soft Rock",Alto-1_Mixed_Voice_and_Falsetto_let_it_go_Control_Group_0015.wav,Alto-1,"vibrato, belting","bright, gentle",0.371,test
MT0001696863,"Bright,Cathartic,Dramatic,Earnest,Fiery,Freewheeling,Passionate,Romantic,Sexy,Spicy,Theatrical,Urgent,Yearning","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat",Alto-2_Mixed_Voice_and_Falsetto_Yesterday_Once_More_Control_Group_0002.wav,Alto-2,"gentle delivery, pitch control","gentle, clear, breathy",0.085,test
MT0015950558,"Aggressive,Angry,Brash,Clinical,Confident,Confrontational,Harsh,Intense,Literate,Outrageous,Provocative,Raucous,Reckless,Stylish,Trippy,Visceral,Volatile,Witty","Alternative Rap,Underground Rap",Alto-2_Breathy_Easy_On_Me_Paired_Speech_Group_0005.wav,Alto-2,"soft delivery, breathy tone","gentle, airy, clear",0.085,test
MT0001440624,"Atmospheric,Dramatic,Earthy,Greasy,Intimate,Laid-Back/Mellow,Lazy,Naive,Relaxed,Self-Conscious,Sexual,Soft/Quiet,Sparse,Street-Smart,Swaggering,Warm","Doo Wop,Early R&B",MT0001440624_vocals.wav,Clyde McPhatter,"belting, vibrato, melisma","husky, soulful, powerful",0.992,test
MT0000277032,"Bittersweet,Earthy,Gentle,Laid-Back/Mellow,Melancholy,Nocturnal,Organic,Plaintive,Reflective,Reserved,Sad,Smooth,Soothing,Theatrical,Warm,Weary","Calypso,Caribbean Traditions",F3-Memory-OperaMusical-抒情17.wav,F3,"vibrato, legato","warm, gentle, clear",0.132,test
MT0004548595,"Dramatic,Earnest,Energetic,Fiery,Freewheeling,Passionate,Playful,Stylish,Theatrical,Urgent","Club/Dance,House,Progressive House,Progressive Trance,Trance",MT0004548595_vocals.wav,Dave Ralph,"vibrato, belting","bright, clear, energetic",0.933,test
MT0032297238,"Aggressive,Angry,Angst-Ridden,Confrontational,Fierce,Gritty,Gutsy,Hostile,Intense,Outraged,Rebellious,Rousing,Rowdy,Street-Smart,Tense/Anxious,Urgent,Visceral,Volatile","British Punk,Oi!,Punk,Punk/New Wave",F3-Memory-Pop-抒情27.wav,F3,"vibrato, breathy tone","gentle, clear, airy",0.125,test
MT0005112174,"Gentle,Laid-Back/Mellow,Light,Poignant,Reflective,Relaxed,Reserved,Smooth,Soft/Quiet,Soothing,Warm,Wistful,Yearning","Adult Contemporary,Dance-Pop,Latin Pop",MT0005112174_vocals.wav,Jon Secada,"vibrato, belting, falsetto","bright, powerful, clear",0.985,test
MT0010236541,"Carefree,Celebratory,Cheerful,Confident,Energetic,Exuberant,Fun,Happy,Joyous,Sensual,Stylish","Club/Dance,Dance-Pop,Euro-Pop,Pop",Tenor-1_Vibrato_Million_Reasons_Vibrato_Group_0004.wav,Tenor-1,"vibrato, belting, falsetto","warm, clear, bright",0.82,test
MT0012976100,"Angst-Ridden,Brash,Bravado,Confrontational,Earthy,Eccentric,Greasy,Gritty,Intense,Intimate,Lazy,Messy,Raucous,Rustic,Sexual,Spicy,Swaggering,Urgent","Acoustic Blues,Country Blues,Delta Blues,Regional Blues",Tenor-1_Mixed_Voice_and_Falsetto_Style_Falsetto_Group_0000.wav,Tenor-1,"vibrato, legato","warm, gentle, clear",0.135,test
MT0003601752,"Aggressive,Bleak,Cerebral,Detached,Fiery,Harsh,Intense,Manic,Menacing,Ominous,Visceral,Volatile","Alternative/Indie Rock,Dark Ambient,Experimental,Experimental Rock,Industrial",MT0003601752_vocals.wav,Einstï¿½rzende Neubauten,"glissando, head voice, vibrato","ethereal, clear, bright",0.215,test
MT0009054976,"Amiable/Good-Natured,Bright,Delicate,Earnest,Gentle,Innocent,Intimate,Light,Organic,Pastoral,Precious,Refined,Reflective,Relaxed,Reserved,Reverent,Rustic,Smooth,Soft/Quiet,Soothing,Spiritual,Warm","Bakersfield Sound,Country Gospel,Gospel,Traditional Country",M2-AWholeNewWorld-Pop-夸张10.wav,M2,"vibrato, legato, head voice","bright, clear, smooth",0.155,test
MT0011969592,"Bravado,Bright,Earnest,Freewheeling,Greasy,Gritty,Lazy,Lively,Passionate,Rollicking,Sensual,Street-Smart,Swaggering,Whimsical,Yearning","Early Pop/Rock,Early R&B,Rock & Roll",Tenor-1_Vibrato_Long_Live_Paired_Speech_Group_0009.wav,Tenor-1,"Vibrato, Belting","Bright, Clear, Emotional",0.235,test
MT0000293345,"Lonely,Nostalgic,Sad,Strong,Yearning",Hard Rock,MT0000293345_vocals.wav,Queensrï¿½che,"belting, vibrato","raspy, powerful",0.985,test
MT0008596537,"Aggressive,Belligerent,Boisterous,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Club/Dance,Contemporary Pop/Rock,Hardcore Punk,Heavy Metal,Punk/New Wave",Alto-2_Breathy_All_of_Me_Control_Group_0003.wav,Alto-2,"vibrato, soft delivery","gentle, clear, bright",0.045,test
A151-172,"Eerie,Confident,Greasy,Paranoid,Gutsy,Brooding,Gritty,Druggy,Street-Smart,Ominous,Gloomy,Dramatic,Menacing",,F3-Monster-Pop-甜美抒情04.wav,F3,"vibrato, smooth phrasing","gentle, clear, bright",0.025,test
MT0008953247,"Autumnal,Bittersweet,Brooding,Literate,Melancholy,Nostalgic,Plaintive,Poignant,Reflective,Sad,Searching,Somber,Weary,Wistful,Yearning","Album Rock,Contemporary Pop/Rock,Heartland Rock",M2-AWholeNewWorld-Pop-正常08.wav,M2,"vibrato, belting, falsetto","warm, bright, clear",0.856,test
MT0010967419,"Atmospheric,Calm/Peaceful,Gentle,Hypnotic,Insular,Intimate,Laid-Back/Mellow,Nocturnal,Poignant,Relaxed,Sensual,Sexual,Sexy,Smooth,Warm","Contemporary R&B,Neo-Soul,Soul,Urban",M2-Sandy-Pop-正常03.wav,M2,"vibrato, smooth delivery","clear, bright, nasal",0.965,test
MT0005987148,"Amiable/Good-Natured,Bright,Confident,Dreamy,Earnest,Light,Passionate,Playful,Refined,Romantic,Sensual,Sexy,Slick,Smooth,Soft/Quiet,Sophisticated,Stylish,Sweet,Warm,Yearning","Contemporary R&B,Urban",Alto-1_Vibrato_edelweiss_Paired_Speech_Group_0005.wav,Alto-1,"straight tone, soft delivery","light, airy, gentle",0.285,test
MT0028372740,"Brash,Bright,Celebratory,Cheerful,Eccentric,Erotic,Freewheeling,Fun,Hedonistic,Irreverent,Lively,Marching,Playful,Quirky,Rousing,Sensual,Sexual,Sexy,Stylish,Swaggering","Club/Dance,Contemporary Pop/Rock,Dance-Pop,Disco,Funk,Urban",M2-AnyDreamWillDo-Pop-正常10.wav,M2,"vibrato, legato","warm, gentle, clear",0.125,test
MT0008368311,"Brash,Bravado,Confrontational,Earnest,Greasy,Gritty,Lazy,Organic,Plaintive,Reflective,Street-Smart,Swaggering,Uncompromising","Acoustic Texas Blues,Country Blues,Regional Blues,Texas Blues",Tenor-1_Pharyngeal_I_Knew_You_Were_Trouble_Control_Group_0003.wav,Tenor-1,"vibrato, falsetto","bright, clear",0.215,test
MT0005822463,"Autumnal,Brooding,Intimate,Melancholy,Plaintive,Poignant,Reflective,Sad,Searching,Self-Conscious,Wistful","Alternative/Indie Rock,Americana,Indie Pop",Alto-1_Vibrato_edelweiss_Vibrato_Group_0001.wav,Alto-1,"vibrato, legato","gentle, warm, clear",0.877,test
MT0017683327,"Amiable/Good-Natured,Boisterous,Brash,Brassy,Carefree,Celebratory,Cheerful,Confident,Energetic,Exciting,Exuberant,Fun,Gleeful,Joyous,Lively,Playful,Rousing,Smooth,Sophisticated,Spicy,Stylish,Warm","Big Band,Cuban Traditions,Latin Big Band,Mambo",F1-Yellow-Rock-抒情39.wav,F1,"vibrato, smooth delivery","gentle, warm, clear",0.115,test
MT0015908129,"Carefree,Celebratory,Cerebral,Dramatic,Elaborate,Energetic,Exuberant,Hypnotic,Intense,Lush,Passionate,Playful,Reflective,Sensual,Sexy,Stylish","Alternative Pop/Rock,Alternative/Indie Rock,Club/Dance,House,Progressive House,Progressive Trance,Trance",Tenor-1_Pharyngeal_Unconditionally_Paired_Speech_Group_0000.wav,Tenor-1,"falsetto, head voice","bright, airy, clear",0.075,test
MT0002222957,"Bravado,Bright,Cathartic,Celebratory,Confident,Dramatic,Energetic,Fiery,Freewheeling,Intense,Lively,Passionate,Rousing,Sexy,Spicy,Urgent,Yearning","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat",Tenor-1_Mixed_Voice_and_Falsetto_Love_on_the_Brain_Control_Group_0011.wav,Tenor-1,"vibrato, belting","bright, clear",0.185,test
MT0001318718,"Amiable/Good-Natured,Humorous,Light,Literate,Playful,Quirky,Sexy","Contemporary Pop/Rock,Country-Rock,Folk-Rock,Psychedelic/Garage,Singer/Songwriter,Soft Rock",Alto-2_Breathy_All_of_Me_Paired_Speech_Group_0002.wav,Alto-2,"clean, legato","gentle, breathy, clear",0.233,test
MT0004958762,"Aggressive,Boisterous,Celebratory,Confident,Energetic,Freewheeling,Fun,Hypnotic,Lively,Outrageous,Provocative,Rambunctious,Reckless,Rousing,Sexual,Sleazy,Street-Smart,Stylish,Thuggish",Dancehall,F4-YouAreTheReason-Pop-抒情78.wav,F4,"vibrato, legato","warm, gentle, clear",0.085,test
MT0032050779,"Aggressive,Angry,Bitter,Cynical/Sarcastic,Fiery,Hostile,Menacing,Nihilistic,Paranoid,Rebellious,Uncompromising,Visceral,Volatile","Heavy Metal,Speed/Thrash Metal",F3-SomeoneLikeYou-Pop-正常46.wav,F3,"Portamento, Legato","Airy, Gentle, Light",0.075,test
MT0001810607,"Anguished/Distraught,Brooding,Earnest,Lively,Melancholy,Plaintive,Sad,Slick,Yearning","Contemporary Reggae,Reggae-Pop",Alto-2_Glissando_Love_Me_Like_You_Do_Paired_Speech_Group_0000.wav,Alto-2,"vibrato, clear diction","bright, clear, gentle",0.215,test
MT0001533920,"Ambitious,Bright,Complex,Difficult,Dramatic,Eccentric,Elaborate,Energetic,Exciting,Exuberant,Freewheeling,Fun,Lively,Manic,Playful,Quirky,Rambunctious,Sophisticated,Theatrical,Visceral,Whimsical","Avant-Garde Jazz,Cartoon Music,Comedy,Novelty,Obscuro,Soundtracks,Space Age Pop",MT0001533920_vocals.wav,Raymond Scott,"vibrato, falsetto","warm, clear, theatrical",0.683,test
MT0000231442,"Belligerent,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Club/Dance,Contemporary Pop/Rock,Punk,Punk/New Wave",Alto-1_Breathy_let_it_go_Control_Group_0003.wav,Alto-1,"Head Voice, Controlled","Bright, Clear, Gentle",0.085,test
A177,"Rollicking,Boisterous",,F2-ThinkOfMe-ChineseFolk-抒情61.wav,F2,"vibrato, head voice","gentle, soft",0.042,test
MT0006876450,"Cerebral,Detached,Hypnotic,Intense,Plaintive,Reflective,Restrained,Self-Conscious,Somber,Sparse","Alternative/Indie Rock,British Punk,Post-Punk,Punk,Punk/New Wave",F1-ThinkOfMe-Opera-抒情04.wav,F1,"vibrato, sustained notes","bright, clear, gentle",0.215,test
MT0031951901,"Anguished/Distraught,Brooding,Confrontational,Dramatic,Earthy,Gloomy,Greasy,Gritty,Intimate,Lazy,Nocturnal,Passionate,Plaintive,Searching,Self-Conscious","Early R&B,Electric Memphis Blues,Regional Blues,Soul-Blues",Alto-1_Vibrato_edelweiss_Paired_Speech_Group_0004.wav,Alto-1,"vibrato, legato","gentle, bright, clear",0.085,test
MT0011739779,"Boisterous,Bravado,Celebratory,Confident,Dramatic,Energetic,Exuberant,Fun,Lively,Romantic,Rousing,Sensual,Sexy,Slick,Smooth,Sophisticated,Stylish","Club/Dance,Early Pop/Rock,Vocal Pop",F4-ChristmasWithoutYou-Pop-抒情25.wav,F4,"vibrato, falsetto","warm, gentle",0.235,test
MT0028471202,"Aggressive,Gritty,Harsh,Malevolent,Nihilistic,Ominous,Raucous,Rousing,Rowdy,Volatile","Heavy Metal,Rap-Metal,Speed/Thrash Metal",Alto-1_Vibrato_memory_Vibrato_Group_0014.wav,Alto-1,"vibrato, belting","warm, clear, bright",0.125,test
MT0010290785,"Amiable/Good-Natured,Earnest,Earthy,Freewheeling,Gentle,Innocent,Intimate,Literate,Nostalgic,Organic,Precious,Refined,Reflective,Relaxed,Reverent,Rustic,Sentimental,Spiritual,Warm,Weary,Wintry","Americana,Christmas,Holidays",Tenor-1_Mixed_Voice_and_Falsetto_Take_a_Bow_Paired_Speech_Group_0001.wav,Tenor-1,"Vibrato, Airy","Warm, Gentle, Clear",0.233,test
MT0019766193,"Austere,Clinical,Cold,Detached,Enigmatic,Hypnotic,Insular,Lazy,Nocturnal,Plaintive,Quirky,Restrained,Slick,Snide,Stylish,Trippy","Alternative Dance,Alternative/Indie Rock,Club/Dance,Neo-Electro",Tenor-1_Pharyngeal_You_Belong_With_Me_Control_Group_0008.wav,Tenor-1,"vibrato, belting","bright, clear, warm",0.865,test
MT0031964947,"Aggressive,Angry,Angst-Ridden,Bitter,Brash,Brooding,Confrontational,Gritty,Gutsy,Harsh,Hostile,Poignant,Provocative,Ramshackle,Raucous,Rebellious,Reckless,Rousing,Rowdy,Snide,Trashy,Urgent,Visceral,Volatile","Anarchist Punk,British Punk,Hardcore Punk,Punk,Punk/New Wave",F3-journey-Pop-抒情59.wav,F3,"vibrato, belting, breath control","bright, clear, smooth",0.125,test
MT0012811141,"Delicate,Dramatic,Earnest,Gentle,Intimate,Laid-Back/Mellow,Melancholy,Passionate,Refined,Reflective,Sad,Searching,Self-Conscious,Sentimental,Smooth,Somber,Warm,Yearning","Country-Pop,Traditional Country",F1-LetItGo-Opera-正常59.wav,F1,"head voice, clear diction","bright, clear, young",0.152,test
MT0008554680,"Aggressive,Brash,Bravado,Confident,Confrontational,Energetic,Hostile,Rebellious,Reckless,Rousing,Snide,Theatrical",Rap-Rock,Tenor-1_Vibrato_Rolling_in_the_Deep_Control_Group_0006.wav,Tenor-1,"vibrato, falsetto","warm, clear, bright",0.215,test
MT0006983241,"Amiable/Good-Natured,Campy,Carefree,Cheerful,Fun,Happy,Innocent,Light,Playful,Sentimental,Silly,Warm,Whimsical","Christmas,Comedy,Novelty",Tenor-1_Breathy_You_Belong_With_Me_Breathy_Group_0011.wav,Tenor-1,"Vibrato, Legato","Warm, Gentle, Clear",0.162,test
MT0008652185,"Aggressive,Belligerent,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Black Metal,Heavy Metal",Alto-2_Mixed_Voice_and_Falsetto_A_Thousand_Years_Control_Group_0008.wav,Alto-2,"vibrato, legato, sustain","gentle, bright, clear",0.025,test
MT0014880463,"Acerbic,Aggressive,Brash,Bravado,Energetic,Hostile,Outrageous,Provocative,Sexual,Sleazy,Street-Smart,Tense/Anxious,Thuggish,Trashy,Uncompromising,Volatile","East Coast Rap,Hardcore Rap",M1-FatherAndSon-FolkRock-正常10.wav,M1,"vibrato, legato","warm, gentle, clear",0.085,test
A061-66,"Austere,Laid-Back/Mellow,Brooding,Sentimental,Searching,Gentle,Intimate,Soft/Quiet,Cerebral,Earnest,Reserved,Somber,Poignant,Weary,Organic,Yearning,Nihilistic,Bleak,Reflective,Melancholy,Tender,Gloomy,Wistful,Sad",,Tenor-1_Glissando_Someone_Like_You_Control_Group_0008.wav,Tenor-1,"falsetto, vibrato","gentle, airy, light",0.915,test
MT0002272314,"Gloomy,Marching,Mechanical,Negative,Nervous/Jittery,Quirky,Threatening","Alternative/Indie Rock,Indie Rock",F1-summertime-Musical-正常抒情01.wav,F1,"vibrato, legato","gentle, breathy, clear",0.015,test
MT0010007881,"Bittersweet,Detached,Dramatic,Dreamy,Gentle,Insular,Intimate,Laid-Back/Mellow,Literate,Melancholy,Organic,Plaintive,Poignant,Refined,Reflective,Self-Conscious,Sentimental,Soft/Quiet,Somber,Theatrical,Weary,Whimsical,Wistful","Adult Alternative Pop/Rock,Alternative/Indie Rock",F2-ThinkOfMe-ChineseFolk-抒情59.wav,F2,"vibrato, agility","bright, clear, pure",0.85,test
MT0004798790,"Bitter,Bleak,Dramatic,Gloomy,Hypnotic,Ominous,Rebellious,Somber,Street-Smart,Tense/Anxious,Theatrical,Volatile","G-Funk,Gangsta Rap",Alto-1_Breathy_who_says_Breathy_Group_0012.wav,Alto-1,"vibrato, legato","clear, gentle, bright",0.082,test
MT0004511265,"Aggressive,Angry,Rebellious","Club/Dance,Contemporary Pop/Rock,Hardcore Punk,Heavy Metal,Punk/New Wave",Alto-2_Mixed_Voice_and_Falsetto_Easy_On_Me_Falsetto_Group_0005.wav,Alto-2,"vibrato, gentle delivery, legato","warm, gentle, airy",0.025,test
MT0000270200,"Atmospheric,Bitter,Brooding,Confrontational,Eerie,Nocturnal,Paranoid,Slick,Smooth,Street-Smart,Tense/Anxious","Alternative Pop/Rock,Alternative/Indie Rock,Club/Dance,Contemporary Pop/Rock,Dance-Pop,New Wave,Punk/New Wave,Synth Pop",F3-journey-Pop-抒情36.wav,F3,"vibrato, legato","gentle, airy, clear",0.112,test
MT0012459878,"Acerbic,Angst-Ridden,Brooding,Cathartic,Crunchy,Cynical/Sarcastic,Eerie,Energetic,Gloomy,Harsh,Intense,Intimate,Paranoid,Rebellious,Somber,Tense/Anxious,Urgent,Visceral,Volatile,Weary,Yearning","Alternative Pop/Rock,Alternative/Indie Rock,Grunge",Alto-1_Breathy_all_is_found_Paired_Speech_Group_0012.wav,Alto-1,"vibrato, legato","gentle, clear",0.095,test
MT0000789330,"Aggressive,Confident,Crunchy,Dramatic,Fierce,Fiery,Gritty,Gutsy,Harsh,Hostile,Intense,Malevolent,Menacing,Provocative,Raucous,Rousing,Street-Smart,Tense/Anxious,Urgent,Visceral,Volatile","Alternative Metal,Alternative/Indie Rock,Heavy Metal,Post-Hardcore,Power Metal,Progressive Metal",MT0000789330_vocals.wav,Mastodon,"falsetto, vibrato","airy, ethereal, bright",0.082,test
MT0000927561,"Rousing,Trippy,Hypnotic,Ominous,Eerie,Druggy",,Alto-1_Glissando_for_the_first_time_in_forever_Paired_Speech_Group_0010.wav,Alto-1,"vibrato, legato","gentle, clear, warm",0.152,test
MT0007412921,"Atmospheric,Dreamy,Laid-Back/Mellow,Lazy,Light,Relaxed,Sensual,Soft/Quiet,Soothing,Spacey,Summery,Trippy,Warm","Acid Jazz,Alternative Pop/Rock,Alternative Rap,Alternative/Indie Rock,Blaxploitation,Dream Pop,Soundtracks",Tenor-1_Pharyngeal_Million_Reasons_Paired_Speech_Group_0007.wav,Tenor-1,"vibrato, belting","clear, bright, raw",0.567,test
MT0013621344,"Atmospheric,Exuberant,Fun,Giddy,Happy,Hypnotic,Light,Lively,Playful,Quirky,Relaxed,Slick,Smooth,Soothing,Sophisticated,Sparkling,Spicy,Stylish","Exotica,Lounge",Alto-1_Vibrato_if_you_love_me_for_me_Control_Group_0012.wav,Alto-1,"vibrato, legato","gentle, clear, warm",0.215,test
MT0000721873,"Bright,Carefree,Cheerful,Joyous,Light,Lively,Playful,Sparkling,Summery,Sweet","Adult Contemporary,Club/Dance,Dance-Pop,Urban",Tenor-1_Mixed_Voice_and_Falsetto_Love_Story_Paired_Speech_Group_0005.wav,Tenor-1,"Falsetto, Legato","Thin, Clear",0.082,test
MT0006314897,"Erotic,Lively,Pulsing,Strong",Club/Dance,Tenor-1_Mixed_Voice_and_Falsetto_Love_on_the_Brain_Paired_Speech_Group_0010.wav,Tenor-1,"spoken-word, monotone","husky, deep",0.112,test
MT0006324704,"Dreamy,Nostalgic,Pulsing,Relaxed,Sentimental",Adult Contemporary,Tenor-1_Vibrato_You_Belong_With_Me_Vibrato_Group_0008.wav,Tenor-1,"vibrato, head voice","bright, clear, gentle",0.433,test
